R,signal_ts,entry_ts,exit_ts,side,lane
0.09689714979165948,1620950400,1620959040,1620965220,-1,FAST191
0.17203990742488046,1620978000,1620979860,1620984000,1,FAST191
0.09468725151075584,1620990300,1620990960,1620992640,-1,FAST191
0.0949448000250161,1621036800,1621038120,1621038540,-1,FAST191
0.0941984635773226,1621055100,1621059360,1621059720,-1,FAST191
-1.0044293172301122,1621061700,1621061760,1621065600,1,FAST191
0.09686340377104051,1621124400,1621124520,1621125360,-1,FAST191
0.09719301582783497,1621129500,1621129560,1621139520,1,FAST191
0.09540609074299757,1621146000,1621146540,1621149540,-1,FAST191
1.3832778147661444,1621209600,1621209960,1621220760,-1,FAST191
-1.0025186925166154,1621222500,1621222620,1621223820,1,FAST191
0.09785620715012434,1621224000,1621224660,1621226040,1,FAST191
0.09762441549924836,1621304700,1621305120,1621311780,1,FAST191
0.019835739002327882,1621344300,1621344600,1621345200,1,FAST191
-1.0034409349237359,1621346700,1621348440,1621350300,-1,FAST191
1.8698548013002725,1621383300,1621383420,1621387080,-1,FAST191
-0.4690067420913299,1621387200,1621387260,1621387500,-1,FAST191
-1.0022259368539674,1621392600,1621394460,1621397880,1,FAST191
0.09867515159477191,1621468800,1621468920,1621470300,1,FAST191
0.09884625594154128,1621471500,1621471560,1621472580,1,FAST191
1.432438549556454,1621474200,1621476300,1621497000,1,FAST191
0.0965382821512762,1621571700,1621572060,1621573740,1,FAST191
1.5151572531318354,1621577400,1621577760,1621580280,1,FAST191
0.09744785329818312,1621580400,1621589940,1621590420,1,FAST191
0.09778694326466886,1621662600,1621662960,1621665360,-1,FAST191
-1.0019685537427474,1621673100,1621674600,1621677600,-1,FAST191
0.09758753621820115,1621682400,1621684920,1621686780,1,FAST191
0.09639699439919912,1621728000,1621728060,1621728360,-1,FAST191
0.09642680345347548,1621740600,1621742400,1621744140,-1,FAST191
-1.0043927176077183,1621746300,1621746420,1621749840,-1,FAST191
0.09769378276775446,1621815000,1621815060,1621819980,-1,FAST191
2.3672391609150827,1621831500,1621831560,1621839780,1,FAST191
1.590963003769634,1621848600,1621848780,1621857000,1,FAST191
-1.002962950330252,1621900800,1621900860,1621902240,-1,FAST191
1.0861021299217153,1621902300,1621905780,1621909200,-1,FAST191
-1.0028639916946136,1621913400,1621915320,1621916400,1,FAST191
-0.1244272450186559,1621995600,1621996560,1622007300,-1,FAST191
1.1221321316094097,1622010300,1622010360,1622010900,1,FAST191
0.09630621235325539,1622012100,1622012220,1622020740,-1,FAST191
1.662591436431124,1622074200,1622074500,1622078640,-1,FAST191
